date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_TVL-origin_protocol,forecasted_TVL_opchain-origin_protocol
2024-10-26 00:00:00,0.0,0.0,0.0,0.0,0.0,97581040.9773828,127059898.03945862
2024-10-27 00:00:00,0.0,0.0,0.0,0.0,0.0,90652255.58657159,113570537.015592
2024-10-28 00:00:00,0.0,0.0,0.0,0.0,0.0,93503281.2058137,116263325.36276782
2024-10-29 00:00:00,0.0,0.0,0.0,0.0,0.0,88465191.6027553,108544024.11933127
2024-10-30 00:00:00,0.0,0.0,0.0,0.0,0.0,91123195.64219397,132810564.74871014
2024-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,90014278.05450661,126947735.11811695
2024-11-01 00:00:00,0.0,0.0,0.0,0.0,0.0,93899773.18633087,111804736.30680647
2024-11-02 00:00:00,0.0,0.0,0.0,0.0,0.0,96964663.03853981,116436081.39223407
2024-11-03 00:00:00,0.0,0.0,0.0,0.0,0.0,88078912.79026864,122433691.71236897
2024-11-04 00:00:00,0.0,0.0,0.0,0.0,0.0,95183275.38408192,122252673.64759411
2024-11-05 00:00:00,0.0,0.0,0.0,0.0,0.0,96844927.17409731,110255364.7806402
2024-11-06 00:00:00,0.0,0.0,0.0,0.0,0.0,93486749.26781051,104387852.63943131
2024-11-07 00:00:00,0.0,0.0,0.0,0.0,0.0,95152105.18269192,110982732.61021039
2024-11-08 00:00:00,0.0,0.0,0.0,0.0,0.0,92295606.18918961,132480131.47345875
2024-11-09 00:00:00,0.0,0.0,0.0,0.0,0.0,98136716.25091141,128898592.44116984
2024-11-10 00:00:00,0.0,0.0,0.0,0.0,0.0,91722646.71649845,132837025.76484787
2024-11-11 00:00:00,0.0,0.0,0.0,0.0,0.0,100234288.71137574,136616374.95414644
2024-11-12 00:00:00,0.0,0.0,0.0,0.0,0.0,92151932.50658126,144320631.47399217
2024-11-13 00:00:00,0.0,0.0,0.0,0.0,0.0,104509210.57475398,164976695.06501997
2024-11-14 00:00:00,0.0,0.0,0.0,0.0,0.0,97503636.31324103,149405845.65059808
2024-11-15 00:00:00,0.0,0.0,0.0,0.0,0.0,96923500.78323354,136041318.10743198
2024-11-16 00:00:00,0.0,0.0,0.0,0.0,0.0,101216409.64568494,147753642.30371687
2024-11-17 00:00:00,0.0,0.0,0.0,0.0,0.0,98238318.74360827,140427392.3371019
2024-11-18 00:00:00,0.0,0.0,0.0,0.0,0.0,92322816.21131395,144944137.71770808
2024-11-19 00:00:00,0.0,0.0,0.0,0.0,0.0,92656041.47208774,142256401.21484894
2024-11-20 00:00:00,0.0,0.0,0.0,0.0,0.0,95028652.33255883,149876155.3833435
2024-11-21 00:00:00,0.0,0.0,0.0,0.0,0.0,97213315.8226734,158082013.18942982
2024-11-22 00:00:00,0.0,0.0,0.0,0.0,0.0,98102819.9168416,157413795.19158927
2024-11-23 00:00:00,0.0,0.0,0.0,0.0,0.0,88670597.51837951,159885507.04663742
2024-11-24 00:00:00,0.0,0.0,0.0,0.0,0.0,86371817.46860902,157009384.7759524
2024-11-25 00:00:00,0.0,0.0,0.0,0.0,0.0,86657385.20382641,153189830.5472831
2024-11-26 00:00:00,0.0,0.0,0.0,0.0,0.0,93901529.5018601,160128697.85751525
2024-11-27 00:00:00,0.0,0.0,0.0,0.0,0.0,97182074.3863905,140784336.68426222
2024-11-28 00:00:00,0.0,0.0,0.0,0.0,0.0,89602810.1602869,166759511.50897235
2024-11-29 00:00:00,0.0,0.0,0.0,0.0,0.0,93985680.66679467,161483582.96366477
2024-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,84005865.51123,175846296.45131335
2024-12-01 00:00:00,0.0,0.0,0.0,0.0,0.0,87411541.20537616,184430295.62575725
2024-12-02 00:00:00,0.0,0.0,0.0,0.0,0.0,101769948.71618176,220695754.72170925
2024-12-03 00:00:00,0.0,0.0,0.0,0.0,0.0,99087695.12549776,182646203.13460496
2024-12-04 00:00:00,0.0,0.0,0.0,0.0,0.0,103852080.96458651,185851816.99919313
2024-12-05 00:00:00,0.0,0.0,0.0,0.0,0.0,91714224.45961769,207757546.30250138
2024-12-06 00:00:00,0.0,0.0,0.0,0.0,0.0,92790575.21196407,203696520.0347908
2024-12-07 00:00:00,0.0,0.0,0.0,0.0,0.0,90394954.34568027,203148178.6870884
2024-12-08 00:00:00,0.0,0.0,0.0,0.0,0.0,101022917.30347204,194299745.51280195
2024-12-09 00:00:00,0.0,0.0,0.0,0.0,0.0,99039601.35257576,190425913.26634872
2024-12-10 00:00:00,0.0,0.0,0.0,0.0,0.0,102922775.25894278,163256421.4305822
2024-12-11 00:00:00,0.0,0.0,0.0,0.0,0.0,97328245.98513803,171283165.99500224
2024-12-12 00:00:00,0.0,0.0,0.0,0.0,0.0,98990450.94096085,164679288.73289552
2024-12-13 00:00:00,0.0,0.0,0.0,0.0,0.0,98800385.83801365,185639870.3992875
2024-12-14 00:00:00,0.0,0.0,0.0,0.0,0.0,107974364.05216464,188135875.04265895
2024-12-15 00:00:00,0.0,0.0,0.0,0.0,0.0,100181895.71255603,179475669.05662438
2024-12-16 00:00:00,0.0,0.0,0.0,0.0,0.0,102456842.81628345,178232229.45048818
2024-12-17 00:00:00,0.0,0.0,0.0,0.0,0.0,108558260.36430565,186906446.89168954
2024-12-18 00:00:00,0.0,0.0,0.0,0.0,0.0,104448768.22345841,167996438.66576767
2024-12-19 00:00:00,0.0,0.0,0.0,0.0,0.0,118852624.85594277,154569416.46662626
2024-12-20 00:00:00,0.0,0.0,0.0,0.0,0.0,104889487.14726737,151939489.256495
2024-12-21 00:00:00,0.0,0.0,0.0,0.0,0.0,106398272.65762623,159618982.59589377
2024-12-22 00:00:00,0.0,0.0,0.0,0.0,0.0,101229541.38758788,137560460.34211582
2024-12-23 00:00:00,0.0,0.0,0.0,0.0,0.0,108330833.97662649,153849043.10083723
2024-12-24 00:00:00,0.0,0.0,0.0,0.0,0.0,109969007.88292482,161787523.7171896
2024-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,110174005.15465446,168984808.14605844
2024-12-25 23:09:06,0.0,0.0,0.0,0.0,0.0,101897944.30655202,
2024-12-26 00:00:00,0.0,0.0,0.0,0.0,0.0,,
2024-12-27 00:00:00,0.0,0.0,0.0,0.0,0.0,,
2024-12-28 00:00:00,0.0,0.0,0.0,0.0,0.0,,
2024-12-29 00:00:00,0.0,0.0,0.0,0.0,0.0,,
2024-12-30 00:00:00,0.0,0.0,0.0,0.0,0.0,,
2024-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,,
2025-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,,
2025-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,,
2025-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,,
2025-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,,
