date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-dforce,forecasted_TVL_opchain-dforce
2024-09-18 00:00:00,0.1538320255411499,0.14792061209003957,0.07463681383626299,0.0,0.0,0.0,894453.8161447992,903317.9276076826
2024-09-19 00:00:00,0.14181162860724555,0.09959175359603656,0.06651758972407694,0.0,0.0,0.0,841311.5671674537,959480.1381084052
2024-09-20 00:00:00,0.1392680940735375,0.17451892994868864,0.07438028229758029,0.0,0.0,0.0,883883.4297856683,977576.6472863407
2024-09-21 00:00:00,0.09458176410459379,0.09821789121512604,0.07728470438334305,0.0,0.0,0.0,862959.7222196129,991312.3805346512
2024-09-22 00:00:00,0.11506761575102441,0.11950553070506179,0.12138068475404798,0.0,0.0,0.0,944865.1354260817,1047450.8512115428
2024-09-23 00:00:00,0.19172556568359825,0.06670106575618964,0.05882710501155884,0.0,0.0,0.0,852643.2178838713,972511.6234420631
2024-09-24 00:00:00,0.13796728191642346,0.0698483916346461,0.05638332791285004,0.0,0.0,0.0,915141.6016397035,1024965.2546803576
2024-09-25 00:00:00,0.11524115397187261,0.1296626688614448,0.02475913812405894,0.0,0.0,0.0,913065.9327799983,922668.7133998484
2024-09-26 00:00:00,0.15190720390146611,0.09583792703637083,0.07238384380014225,0.0,0.0,0.0,911049.0479170993,1100676.6439694231
2024-09-27 00:00:00,0.1598314342672572,0.10751128366298056,0.03680815479963011,0.0,0.0,0.0,837944.2247206632,961315.5715477123
2024-09-28 00:00:00,0.057672016548608374,0.12582030891331952,0.052307325431761496,0.0,0.0,0.0,921053.1318485612,928979.6682933774
2024-09-29 00:00:00,0.11770240093234305,0.14276536966702771,0.03829801481604154,0.0,0.0,0.0,867861.5330085824,966926.2813471964
2024-09-30 00:00:00,0.08120050568256565,0.10030614422870301,0.073702844328312,0.0,0.0,0.0,897886.4901672849,914310.9685836028
2024-10-01 00:00:00,0.11704833938885773,0.14282129772522506,0.05932080209061178,0.0,0.0,0.0,879968.4949476661,1048786.3659829134
2024-10-02 00:00:00,0.15309537512112464,0.08607704415344695,0.07615362130653519,0.0,0.0,0.0,916341.7636046528,997705.069890826
2024-10-03 00:00:00,0.1264613547090457,0.10551029337378294,0.0357746450750211,0.0,0.0,0.0,714494.7261190965,997277.9469743714
2024-10-04 00:00:00,0.19830999048217837,0.05104417566447282,0.03544798442404728,0.0,0.0,0.0,842798.863566263,851724.7245369069
2024-10-05 00:00:00,0.0809341070932403,0.04272200824772236,0.0264200028992587,0.0,0.0,0.0,709342.5216818763,957598.6032442811
2024-10-06 00:00:00,0.14015648003965778,0.09435265147330622,0.0334150985958634,0.0,0.0,0.0,799468.8393514531,1059984.769464673
2024-10-07 00:00:00,0.13218388713448154,0.11108672799357905,0.05260753612956324,4.3286834494059034e-07,0.0,0.0,735344.0789405936,987250.8135080507
2024-10-08 00:00:00,0.1872698064354088,0.08312377533938252,0.06339285030865133,3.7486395571580945e-07,0.0,0.0,723421.0063706855,1028670.4460697395
2024-10-09 00:00:00,0.09846130484748464,0.11301722144588895,0.0404383025727881,6.309695183030132e-07,0.0,0.0,746316.7360194357,1082104.303683364
2024-10-10 00:00:00,0.14617980746595355,0.037802421424202155,0.041416540027409444,0.0,0.0,0.0,706265.8021370961,912081.5134086132
2024-10-11 00:00:00,0.10284653370947142,0.07581138138073394,0.05538360587932358,0.0,0.0,0.0,761248.2398205565,935543.9875639273
2024-10-12 00:00:00,0.0858657032562403,0.05567594670404566,0.05227697137827915,0.0,0.0,0.0,698806.650640705,977439.6160871042
2024-10-13 00:00:00,0.12737095020510739,0.11818893064175866,0.03017450048020416,3.8392031123949915e-05,0.0,0.0,747619.0941962023,935153.1308456011
2024-10-14 00:00:00,0.1288095942646014,0.1266391147958345,0.03621567549532633,3.315648069772002e-05,0.0,0.0,702577.1006883358,991298.2742190844
2024-10-15 00:00:00,0.13079186178927119,0.08846310642039297,0.029031598306494724,4.08907128132189e-05,0.0,0.0,769547.0760173977,1022801.0497216008
2024-10-16 00:00:00,0.0887338119221849,0.07380143562478904,0.060723122234506155,2.2590092799529334e-05,0.0,0.0,722573.6323811169,992365.508012139
2024-10-17 00:00:00,0.05192943152324484,0.09734698255951048,0.05821924493439595,2.8188282066402467e-05,0.0,0.0,812989.6000495142,996885.419359365
2024-10-18 00:00:00,0.08387803631056952,0.08000982826416551,0.05777888383695379,1.5170145210956085e-05,0.0,0.0,730974.5241877425,961433.9643452831
2024-10-19 00:00:00,0.18086130733099948,0.1041762366703459,0.09435685030278614,0.0,0.0,0.0,791002.5771689897,1017147.1352023218
2024-10-20 00:00:00,0.11273776535455507,0.15271705445626707,0.05275250718346326,0.0,0.0,0.0,737626.2226283976,1051036.1107357026
2024-10-21 00:00:00,0.1727058041185714,0.10778943629936587,0.03968229864565653,0.0,0.0,0.0,808377.2597754059,1020273.541095879
2024-10-22 00:00:00,0.12822311253278915,0.01880764261598974,0.0308121050360642,5.447429232795389e-06,0.0,0.0,736877.8216394244,1052821.7384271158
2024-10-23 00:00:00,0.21920657095953885,0.10835719176962272,0.03844480377514978,5.120910041659318e-06,0.0,0.0,777406.7743138938,1010803.9248147173
2024-10-24 00:00:00,0.12563228896901965,0.1101124458039177,0.029196131055323846,4.3480504385464505e-06,0.0,0.0,735376.7270992197,929835.1853851189
2024-10-25 00:00:00,0.034652260654530476,0.11682564544998439,0.08559429955458693,0.0,0.0,0.0,838747.4920322665,1059510.1832385645
2024-10-26 00:00:00,0.15923281957828653,0.1017447338474277,0.060781344448978515,0.0,0.0,0.0,705193.6478155353,1015214.5418094576
2024-10-27 00:00:00,0.1272226448432041,0.13248232149758807,0.07888202173508073,0.0,0.0,0.0,776898.9806745958,1012670.2623691512
2024-10-28 00:00:00,0.15396496586296796,0.08357261619534175,0.07448106972056814,5.092207937993639e-05,0.0,0.0,724793.3426551019,1011629.5228090015
2024-10-29 00:00:00,0.16702086300702274,0.12610547749387846,0.05451110135971005,1.431919021927684e-05,0.0,0.0,729808.990644313,1024533.7008062658
2024-10-30 00:00:00,0.08910541556695119,0.15390456645439432,0.05474560323980774,5.655466307258543e-05,0.0,0.0,698307.1907559478,930752.583711222
2024-10-31 00:00:00,0.24363381690594124,0.0717420492645601,0.07463537567834384,2.4056693602781094e-05,0.0,0.0,713292.3644947074,1019243.3182980346
2024-11-01 00:00:00,0.19420029257651655,0.15016257261784716,0.07671956735326801,9.082387479184235e-06,0.0,0.0,690800.802852165,1016735.9864469995
2024-11-02 00:00:00,0.22154619103744078,0.14633372134218373,0.05916781528007095,1.5034805863138951e-05,0.0,0.0,754163.7093400499,916830.8686886964
2024-11-03 00:00:00,0.16326276540652765,0.043274701639370056,0.05795656730579533,0.0,0.0,0.0,705496.4888649165,1125166.5486569484
2024-11-04 00:00:00,0.16002739919394993,0.1403988237802766,0.06363174003100334,0.0,0.0,0.0,737586.5683070667,1016633.4532258178
2024-11-05 00:00:00,0.10913400566016292,0.08034697009868905,0.06217009165619705,0.0,0.0,0.0,770063.4861960869,938739.7599730319
2024-11-06 00:00:00,0.1206949441943307,0.05945412164851693,0.06192074253861413,1.9340769467068324e-05,0.0,0.0,705619.9758805318,1012767.3829675562
2024-11-07 00:00:00,0.14002217824776547,0.045896335456843795,0.04539139775061659,4.021312605718118e-05,0.0,0.0,746692.0918530956,1007324.8475019594
2024-11-08 00:00:00,0.10206800164593204,0.059707137264357855,0.0824301033195045,2.132822158592815e-05,0.0,0.0,721193.4477129226,966304.3961964046
2024-11-09 00:00:00,0.2541178423053061,0.11378568552228119,0.07893294081104246,3.380088384287759e-05,0.0,0.0,727570.4994628101,888529.5078121409
2024-11-10 00:00:00,0.27729053721794134,0.1098068903694542,0.09103235670619331,7.59262906025048e-06,0.0,0.0,633371.5119114706,925016.363364949
2024-11-11 00:00:00,0.23570838243642364,0.0644708798969379,0.0634423762352483,1.0779485952986543e-05,0.0,0.0,713216.8511487099,896689.6345634958
2024-11-12 00:00:00,0.15720966491484106,0.08853279648688901,0.08602577013763264,2.2113306038866483e-05,0.0,0.0,630089.8224302634,927348.2612403845
2024-11-13 00:00:00,0.17515453926474606,0.09490489714673385,0.10185864937942328,1.8014468297107968e-05,0.0,0.0,644676.167372858,996411.6630707588
2024-11-14 00:00:00,0.1368005148427474,0.06609500048943578,0.11178258546371712,1.2916262832191647e-05,0.0,0.0,646717.8625982485,845585.709904922
2024-11-15 00:00:00,0.11259584099309759,0.1376209975629836,0.1493400660282736,1.908253271744459e-05,0.0,0.0,601188.3362983505,917466.6818598749
2024-11-16 00:00:00,0.14101549246500122,0.0685300248343893,0.12119410310243886,2.2656301320726177e-05,0.0,0.0,634029.3743925928,935624.5192285648
2024-11-17 00:00:00,0.14852778494786728,0.17297097978896708,0.05928797957462674,2.1002086402557875e-05,0.0,0.0,645793.7489827174,900951.2182779158
2024-11-18 00:00:00,0.1895309893713028,0.08336841671694088,0.04825379924163638,9.044907463336163e-06,0.0,0.0,677254.3915707553,992241.8139721088
2024-11-19 00:00:00,0.08957303283347622,0.09856805987315102,0.06984050182706592,2.1001834050876223e-05,0.0,0.0,649108.1306054267,1031210.6808815545
2024-11-20 00:00:00,0.13909946591013772,0.09342856658169117,0.07459908721594244,1.9067765078643758e-05,0.0,0.0,676461.3213797938,1026504.2782374455
2024-11-21 00:00:00,0.050873525668336576,0.13912915106709536,0.03308637882663717,3.032629869644296e-05,0.0,0.0,640938.976016472,965219.7320765349
2024-11-22 00:00:00,0.10651585707167334,0.12954441125603794,0.04670131014305816,3.002811859221158e-05,0.0,0.0,690003.7719689448,939859.6235196667
2024-11-23 00:00:00,0.16285319004629176,0.11243707553734196,0.07039445728382943,5.1859680125743626e-05,0.0,0.0,640338.2870606042,1024663.9295498815
2024-11-24 00:00:00,0.12313842055733987,0.05949419987690143,0.058218844886973015,1.1897485239671091e-05,0.0,0.0,672576.3654684513,897766.6161381949
2024-11-25 00:00:00,0.09151257404113364,0.07150362660945649,0.025113522884011252,9.307992396461433e-06,0.0,0.0,569345.5305951845,880727.1234905195
2024-11-26 00:00:00,0.14556067355346372,0.10240962341332391,0.06373874744833813,9.736318348057786e-06,0.0,0.0,683560.6230149616,976900.9568316734
2024-11-27 00:00:00,0.09860147800888903,0.1010244783543728,0.577375237402396,1.984921581320889e-05,0.0,0.0,604696.6221620081,976508.0826100891
2024-11-28 00:00:00,0.13563150386287856,0.10917704737606149,0.2436905000880845,2.182316444586456e-05,0.0,0.0,644696.3539134014,992955.5690656437
2024-11-29 00:00:00,0.13482702428181806,0.1124269055513176,0.12364033976619335,2.0661631094363235e-05,0.0,0.0,584802.823428955,959526.5930276111
2024-11-30 00:00:00,0.13540257623910387,0.10208897296508523,0.06136487450760645,1.9412170001233112e-05,0.0,0.0,641968.1344073119,995401.3789992852
2024-12-01 00:00:00,0.10352294180314855,0.11052065091121814,0.0682314572356481,2.1103215820327604e-05,0.0,0.0,580089.7057279694,929980.8493866752
2024-12-02 00:00:00,0.13813323644201753,0.13628568364840482,0.05206279706806626,1.3186457912949828e-05,0.0,0.0,640607.1047890938,990268.9199536017
2024-12-03 00:00:00,0.1627352696132375,0.16894148283586938,0.07205128456089441,2.6279558663064655e-05,0.0,0.0,550306.2069114427,985149.8541641856
2024-12-04 00:00:00,0.19017455084868434,0.1349623353860917,0.06235575403104538,2.103749629790694e-05,0.0,0.0,644079.1957884999,1050046.557170409
2024-12-05 00:00:00,0.1652711650511552,0.08956281751714092,0.0809497042112764,1.7288416481219e-05,0.0,0.0,621654.8276393127,985146.2949349771
2024-12-06 00:00:00,0.11139176147914483,0.24513888263937006,0.05951621790016594,7.5980113036336145e-06,0.0,0.0,583795.2166729665,962984.7791448759
2024-12-07 00:00:00,0.11905925193941612,0.2769927067637702,0.09675420652671227,2.120019167947098e-05,0.0,0.0,606292.8084167927,1044968.2915722533
2024-12-08 00:00:00,0.10311794773233063,0.13504351838157486,0.10424178294570746,1.3406258747830316e-05,0.0,0.0,634249.2970438252,928437.1435373412
2024-12-09 00:00:00,0.14621137414118385,0.2245832913967308,0.04735097908613938,1.2288550312232734e-05,0.0,0.0,588328.3188453888,975969.9920057255
2024-12-10 00:00:00,0.1354132358111303,0.15667423641407435,0.07772994120830595,1.1975451903262086e-05,0.0,0.0,562247.5170057692,977023.0933919364
2024-12-11 00:00:00,0.18981795217970868,0.22205240736734183,0.059642537610097655,1.1344088519427086e-05,0.0,0.0,644246.654741528,958955.344526026
2024-12-12 00:00:00,0.1452947004752415,0.0900707821069124,0.0387888965889718,1.9651682743682288e-05,0.0,0.0,635621.9814331167,972126.7057216896
2024-12-13 00:00:00,0.17880288386771442,0.058304338486566076,0.07500091560259703,2.1305084851537116e-05,0.0,0.0,592544.8685678339,983479.1392012717
2024-12-14 00:00:00,0.1642749266682499,0.1344680543524757,0.04900931332409084,2.404443903931817e-05,0.0,0.0,601722.2113611717,970270.5400141418
2024-12-15 00:00:00,0.1004762282794183,0.11797902643266597,0.06727895961257131,3.908023330340913e-05,0.0,0.0,600680.979454053,1051489.4574823075
2024-12-16 00:00:00,0.1144733338456831,0.14690647329084314,0.04733630008181239,6.433683169275392e-05,0.0,0.0,621867.4005445369,954052.1355026095
2024-12-17 00:00:00,0.1785063403592013,0.1235976085295185,0.057566808272883206,6.263040152144215e-05,0.0,0.0,612383.1605035838,1026986.8550478877
2024-12-18 00:00:00,0.06140710203663675,0.12462222087859923,0.05042457217530082,3.164610731638743e-05,0.0,0.0,613346.7038658137,952496.4778824924
2024-12-19 00:00:00,0.15910951679701676,0.14518972260433718,0.06815482026044167,3.9294654670210445e-05,0.0,0.0,590973.6876857559,1021815.421373201
2024-12-20 00:00:00,0.06965163358643946,0.10561953410572966,0.03133086811553704,2.7096683546780396e-05,0.0,0.0,603825.4288330207,941884.960268951
2024-12-21 00:00:00,0.10921432434400104,0.09980850035496705,0.08343109226180442,2.6820002944081425e-05,0.0,0.0,584609.1787854349,990347.9959635914
2024-12-22 00:00:00,0.15435886620940095,0.0949815314624343,0.0802983879726365,1.6738819798092856e-05,0.0,0.0,615238.0604196532,950189.0903095498
2024-12-23 00:00:00,0.15342390080800644,0.10529301743887676,0.10499332898206432,1.398202809188885e-05,0.0,0.0,528701.0591918204,1009315.6367479417
2024-12-24 00:00:00,0.16082420815176565,0.13578264625984773,0.08283781411855246,2.4509629242847232e-05,0.0,0.0,582750.4538174886,995404.3915368873
2024-12-25 00:00:00,0.1425853011249374,0.1109646034807626,0.07583173902802388,2.7279942585637866e-05,0.0,0.0,533308.3319636099,1074774.143301712
2024-12-25 22:11:59,0.12116493236485007,0.06808084858777076,0.09752984797311123,2.8325652313595915e-05,0.0,0.0,601316.8208996374,
2024-12-26 00:00:00,0.09501021495750261,0.08087064469632545,0.11541310345582259,2.1552162240389715e-05,0.0,0.0,,
2024-12-27 00:00:00,0.09367340788769087,0.048513331414057004,0.047009556218470784,2.2929513562286546e-05,0.0,0.0,,
2024-12-28 00:00:00,0.1484228787961072,0.0762330150412108,0.08773873714435021,1.8692177675194154e-05,0.0,0.0,,
2024-12-29 00:00:00,0.12010197027821386,0.11987536205767228,0.06829113116613147,2.471688826715689e-05,0.0,0.0,,
2024-12-30 00:00:00,0.16971761672745272,0.059835273753443365,0.04224690647958964,1.2134605204791976e-05,0.0,0.0,,
2024-12-31 00:00:00,0.16314762471327127,0.12365539881379474,0.03027085018991683,2.765166534387109e-05,0.0,0.0,,
2025-01-01 00:00:00,0.14937842455845995,0.12674238547217045,0.04735243182724432,2.654495748630544e-05,0.0,0.0,,
2025-01-02 00:00:00,0.1145963495727459,0.149270140450296,0.03679530202542136,2.207914381327151e-05,0.0,0.0,,
2025-01-03 00:00:00,0.10149048081556336,0.1260138611650618,0.051077358750635134,2.818408852011884e-05,0.0,0.0,,
2025-01-04 00:00:00,0.20482160793841694,0.0812159003872617,0.07079221331328167,1.963434263828288e-05,0.0,0.0,,
2025-01-05 00:00:00,0.09855364531868313,0.0791823567726504,0.060374373411548936,2.048661114951988e-05,0.0,0.0,,
2025-01-06 00:00:00,0.1498366074779706,0.06767858731585857,0.07070718407286383,2.4621606148065467e-05,0.0,0.0,,
2025-01-07 00:00:00,0.1448197756003071,0.09468452402762266,0.09029648798700685,1.7223454996904524e-05,0.0,0.0,,
2025-01-08 00:00:00,0.15014259094139332,0.12251605371229478,0.10823999602536497,1.1106035340939702e-05,0.0,0.0,,
2025-01-09 00:00:00,0.16491443337388753,0.12835678244434326,0.12045904818646458,1.4746112199500988e-05,0.0,0.0,,
2025-01-10 00:00:00,0.10057517953421903,0.1344951011869005,0.06392661995905201,2.7514707259453922e-05,0.0,0.0,,
2025-01-11 00:00:00,0.2395354109630138,0.10686927806467504,0.08670300408858321,2.7154221194137545e-05,0.0,0.0,,
2025-01-12 00:00:00,0.132640632420956,0.14158504066052627,0.06585328021853315,2.2629970246377974e-05,0.0,0.0,,
2025-01-13 00:00:00,0.1566193803896538,0.12448524873298925,0.07008119821388781,1.7941619868736974e-05,0.0,0.0,,
2025-01-14 00:00:00,0.09725143404348562,0.10331447442666267,0.06948347268706363,2.0458496028519728e-05,0.0,0.0,,
2025-01-15 00:00:00,0.13638148889761964,0.057555262625371646,0.07165002144074206,2.150700278874732e-05,0.0,0.0,,
2025-01-16 00:00:00,0.10470758639548727,0.11879454716313315,0.08407972385164374,1.511183408673328e-05,0.0,0.0,,
2025-01-17 00:00:00,0.14413766159042707,0.15436020374921683,0.10404447311825903,1.7331987956955713e-05,0.0,0.0,,
2025-01-18 00:00:00,0.10655769322853698,0.07902753293507783,0.15278221656657864,1.1934137513453117e-05,0.0,0.0,,
2025-01-19 00:00:00,0.16349593431822587,0.10519748876187099,0.05586924476616559,2.5924667528620346e-05,0.0,0.0,,
2025-01-20 00:00:00,0.11640052948073785,0.11013770122097963,0.05678601843579329,2.0547123860170484e-05,0.0,0.0,,
2025-01-21 00:00:00,0.10096507396145425,0.144761426450603,0.06263282027210908,6.879906118786419e-06,0.0,0.0,,
2025-01-22 00:00:00,0.17259415377018797,0.07360678069017498,0.0986631869780297,1.311072664274041e-05,0.0,0.0,,
2025-01-23 00:00:00,0.1349387723416039,0.18663163257394808,0.0914208114998608,8.5543110560513e-06,0.0,0.0,,
2025-01-24 00:00:00,0.17341467018516504,0.11506048379750523,0.09474197764845309,5.968019463798163e-06,0.0,0.0,,
2025-01-25 00:00:00,0.19151246834629018,0.08989195374078993,0.07935328188406551,1.015133829802713e-05,0.0,0.0,,
2025-01-26 00:00:00,0.09388383175909885,0.08733995030437006,0.05321963335031252,1.2068236022166243e-05,0.0,0.0,,
2025-01-27 00:00:00,0.08256104764978058,0.11205722535282553,0.0672191125778851,1.6177309393889873e-05,0.0,0.0,,
2025-01-28 00:00:00,0.23087720780810145,0.09665714211171224,0.04534409068855275,2.156928878764878e-05,0.0,0.0,,
2025-01-29 00:00:00,0.13965932280887508,0.08718511327554689,0.03838401250295209,3.9492715243456646e-05,0.0,0.0,,
2025-01-30 00:00:00,0.1372783625522684,0.11195291197122043,0.07571280843258588,2.4069859949245046e-05,0.0,0.0,,
2025-01-31 00:00:00,0.07431424656285153,0.10246679967170307,0.061881919733976144,2.2291850406511287e-05,0.0,0.0,,
2025-02-01 00:00:00,0.18605979611591653,0.10840314261363147,0.06575000520630116,2.135462097282759e-05,0.0,0.0,,
2025-02-02 00:00:00,0.10931458156462659,0.14885016321515235,0.05371512128046091,1.782000605610037e-05,0.0,0.0,,
2025-02-03 00:00:00,0.10980953928826834,0.08791410749237788,0.07499145132644927,2.3434845532945224e-05,0.0,0.0,,
2025-02-04 00:00:00,0.16652514942957647,0.10327206362825082,0.0458116341747331,2.029849398698121e-05,0.0,0.0,,
2025-02-05 00:00:00,0.1323925333247826,0.12449138489237485,0.057573031040772965,2.5152435699447765e-05,0.0,0.0,,
2025-02-06 00:00:00,0.12657008044030424,0.09229020431430546,0.06990205119824246,1.0576022090086013e-05,0.0,0.0,,
2025-02-07 00:00:00,0.06722340134613408,0.08180557924894355,0.02965118005207061,1.6517589115364335e-05,0.0,0.0,,
2025-02-08 00:00:00,0.1122101761595381,0.06687334949367646,0.06679958669107199,2.2035804381594263e-05,0.0,0.0,,
2025-02-09 00:00:00,0.08328167565567429,0.14318173052063335,0.07473237688905533,1.828888089707153e-05,0.0,0.0,,
2025-02-10 00:00:00,0.1799812465396406,0.1264068361190639,0.07009549513730778,1.9181088104896064e-05,0.0,0.0,,
2025-02-11 00:00:00,0.20667962853986768,0.10751638967995111,0.06462720623139816,2.0597016619923326e-05,0.0,0.0,,
