transaction_date,transaction_cnt,active_users,total_transferred,gas_fee,unique_users,retained_percent,daa_to_maa_ratio,cum_transferred
2024-06-21,97.0,56.0,9.079464325252216e+16,6.918131698930001e-06,17.0,0.21428571428571427,0.09,2.2403453749226054e+19
2024-06-22,89.0,53.0,6.239846904172598e+16,7.445010029484e-06,13.0,0.2830188679245283,0.08,2.246585221826778e+19
2024-06-23,111.0,53.0,1.8545760599663994e+17,7.173588757086999e-06,19.0,0.39622641509433965,0.08,2.2651309824264417e+19
2024-06-24,94.0,59.0,9.278763589701277e+16,8.806950299807e-06,14.0,0.3389830508474576,0.09,2.274409746016143e+19
2024-06-25,98.0,55.0,7.871676822783464e+16,6.623718133882002e-06,19.0,0.3090909090909091,0.08,2.2822814228389265e+19
2024-06-26,135.0,72.0,8.838807382967778e+16,0.00032870616699001796,26.0,0.3055555555555556,0.11,2.2911202302218945e+19
2024-06-27,191.0,88.0,8.340306254855667e+17,1.7589247808603997e-05,22.0,0.29545454545454547,0.13,2.374523292770451e+19
2024-06-28,336.0,128.0,3.971741976665302e+17,1.6054236847745998e-05,20.0,0.2109375,0.19,2.414240712537104e+19
2024-06-29,210.0,89.0,2.5705165354457802e+17,2.3295367823128004e-05,19.0,0.3595505617977528,0.14,2.439945877891562e+19
2024-06-30,197.0,78.0,1.263755537382948e+18,1.3297550968357994e-05,15.0,0.41025641025641024,0.12,2.5663214316298568e+19
2024-07-01,164.0,76.0,2.5696064156205904e+17,1.7340997774104997e-05,23.0,0.2894736842105263,0.06,2.5920174957860626e+19
2024-07-02,155.0,68.0,2.736884265293533e+17,0.0012029421534820854,24.0,0.2647058823529412,0.05,2.619386338438998e+19
2024-07-03,175.0,67.0,7.086644780135167e+17,0.00015011771299057602,43.0,0.3283582089552239,0.05,2.69025278624035e+19
2024-07-04,103.0,61.0,5.305934004802139e+17,0.0005412963560446341,20.0,0.3770491803278688,0.05,2.7433121262883713e+19
2024-07-05,185.0,99.0,1.2217273329704432e+19,1.4458430238647995e-05,21.0,0.18181818181818182,0.08,3.9650394592588145e+19
2024-07-06,106.0,56.0,1.652288905922812e+17,1.8127130354468e-05,6.0,0.4642857142857143,0.04,3.9815623483180425e+19
2024-07-07,102.0,57.0,5.09105905047e+16,1.2620489805087e-05,4.0,0.5263157894736842,0.04,3.986653407368512e+19
2024-07-08,114.0,68.0,1.0077534307989848e+18,1.5698561271680013e-05,9.0,0.3382352941176471,0.05,4.087428750448411e+19
2024-07-09,106.0,61.0,4.112246509536163e+17,1.4503230013234999e-05,10.0,0.39344262295081966,0.05,4.128551215543772e+19
2024-07-10,94.0,53.0,2.07515511064295e+17,9.266302797989206e-05,12.0,0.39622641509433965,0.04,4.149302766650202e+19
2024-07-11,70.0,45.0,1.8964740179275578e+17,2.2103761770457998e-05,6.0,0.4666666666666667,0.03,4.1682675068294775e+19
2024-07-12,85.0,54.0,1.0633474132827334e+18,2.4654547181494998e-05,5.0,0.35185185185185186,0.04,4.274602248157751e+19
2024-07-13,87.0,43.0,4.664552518699682e+16,2.812190015331e-05,8.0,0.37209302325581395,0.03,4.27926680067645e+19
2024-07-14,66.0,41.0,1.7708328630549332e+16,2.8114322224314e-05,5.0,0.34146341463414637,0.03,4.281037633539505e+19
2024-07-15,135.0,70.0,4.657825870178722e+17,3.4564788778951e-05,12.0,0.3,0.05,4.3276158922412925e+19
2024-07-16,81.0,50.0,2.7358952292615796e+16,1.4941613169239002e-05,7.0,0.46,0.04,4.330351787470554e+19
2024-07-17,94.0,60.0,9.805307876386589e+16,2.1053479715905e-05,10.0,0.36666666666666664,0.05,4.34015709534694e+19
2024-07-18,83.0,57.0,7.094466150631528e+16,2.1316097623918993e-05,8.0,0.38596491228070173,0.04,4.347251561497572e+19
2024-07-19,111.0,63.0,1.2219356637829734e+19,1.6380474604994003e-05,14.0,0.5238095238095238,0.05,5.5691872252805456e+19
2024-07-20,118.0,60.0,7.351057089762e+16,9.685605805679e-06,27.0,0.5,0.05,5.576538282370308e+19
2024-07-21,114.0,57.0,8.674401751839924e+17,0.0006959895768546529,21.0,0.45614035087719296,0.04,5.663282299888707e+19
2024-07-22,292.0,161.0,1.2151302710302489e+19,0.00043725432217529104,114.0,0.14906832298136646,0.12,6.878412570918956e+19
2024-07-23,974.0,513.0,1.664196713129641e+17,0.004128546073782551,454.0,0.05263157894736842,0.39,6.895054538050253e+19
2024-07-24,141.0,84.0,7.196404048135692e+16,0.005228385309059938,29.0,0.34523809523809523,0.06,6.9022509420983886e+19
2024-07-25,251.0,169.0,1.4302265174317922e+19,9.672169949620605e-05,42.0,0.17159763313609466,0.13,8.33247745953018e+19
2024-07-26,129.0,73.0,1.4031323877242544e+17,5.439942592002001e-05,19.0,0.410958904109589,0.06,8.346508783407423e+19
2024-07-27,131.0,71.0,1.4332123949540736e+17,2.9442322773305984e-05,20.0,0.38028169014084506,0.05,8.360840907356964e+19
2024-07-28,104.0,57.0,2.2997390896090608e+17,1.838849328779e-05,13.0,0.49122807017543857,0.04,8.383838298253055e+19
2024-07-29,130.0,73.0,8.839715943350194e+18,2.832767256846898e-05,17.0,0.3972602739726027,0.06,9.267809892588074e+19
2024-07-30,126.0,91.0,4.810800615029907e+18,0.00011812910170270898,51.0,0.3076923076923077,0.07,9.748889954091064e+19
2024-07-31,114.0,67.0,2.262892221520295e+17,0.00038229168908967593,12.0,0.373134328358209,0.05,9.771518876306267e+19
2024-08-01,111.0,69.0,4.124880893017269e+16,0.00030078826101761287,24.0,0.36231884057971014,0.08,9.775643757199283e+19
2024-08-02,121.0,72.0,7.432642523956405e+16,6.828695764708696e-05,27.0,0.3472222222222222,0.09,9.78307639972324e+19
2024-08-03,88.0,56.0,1.9285534907383062e+17,6.794930208698402e-05,11.0,0.4642857142857143,0.07,9.802361934630624e+19
2024-08-04,61.0,41.0,2.0276081899824584e+16,6.0796296650202e-05,4.0,0.5365853658536586,0.05,9.804389542820607e+19
2024-08-05,98.0,67.0,3.1404869917584736e+17,0.0014724263005423698,16.0,0.3283582089552239,0.08,9.835794412738191e+19
2024-08-06,129.0,88.0,1.7373096726164288e+17,0.00018392951160376805,33.0,0.3068181818181818,0.1,9.853167509464356e+19
2024-08-07,79.0,54.0,3.2317368059175504e+16,0.000134827737545516,14.0,0.5,0.06,9.856399246270274e+19
2024-08-08,178.0,93.0,1.602018562204239e+17,0.00046226971838078803,45.0,0.3333333333333333,0.11,9.872419431892317e+19
2024-08-09,130.0,85.0,8.976230568692974e+16,0.0007581989916708457,27.0,0.4,0.1,9.88139566246101e+19
2024-08-10,117.0,76.0,3.346921494222135e+17,0.00032814472201015413,28.0,0.42105263157894735,0.09,9.914864877403231e+19
2024-08-11,96.0,54.0,1.0927338689652102e+16,0.0001746666531243879,10.0,0.4074074074074074,0.06,9.915957611272197e+19
2024-08-12,84.0,55.0,2.8335307842362694e+17,0.00022966292094016495,8.0,0.4,0.06,9.94429291911456e+19
2024-08-13,103.0,58.0,5.533521664406938e+16,6.763297800981597e-05,8.0,0.4827586206896552,0.07,9.949826440778967e+19
2024-08-14,94.0,49.0,9.59831936580083e+17,0.000615683363894517,17.0,0.4897959183673469,0.06,1.0045809634436974e+20
2024-08-15,125.0,79.0,4.634248644169401e+17,0.0004790484585601949,34.0,0.27848101265822783,0.09,1.0092152120878668e+20
2024-08-16,106.0,59.0,5.261372902969757e+17,0.00039253040796016997,22.0,0.4067796610169492,0.07,1.0144765849908367e+20
2024-08-17,73.0,51.0,2.6016154396256456e+18,0.0002488706990463469,10.0,0.37254901960784315,0.06,1.0404927393870932e+20
2024-08-18,94.0,62.0,1.1272579546515066e+17,0.00016854421034872598,7.0,0.3064516129032258,0.07,1.0416199973417447e+20
2024-08-19,122.0,64.0,4.764201035481978e+18,0.0029330686181635495,17.0,0.4375,0.08,1.0892620076965644e+20
2024-08-20,109.0,72.0,7.653123448795831e+18,0.000298188614490252,16.0,0.375,0.09,1.1657932421845226e+20
2024-08-21,101.0,68.0,5.0358510657805165e+17,0.0003114391600492161,16.0,0.4411764705882353,0.08,1.1708290932503031e+20
2024-08-22,170.0,103.0,6.002045496189867e+18,0.0013396083035290406,41.0,0.3106796116504854,0.12,1.2308495482122017e+20
2024-08-23,114.0,74.0,2.224838501494795e+17,0.0007795177565674709,12.0,0.43243243243243246,0.09,1.2330743867136965e+20
2024-08-24,103.0,61.0,3.723345956333514e+16,0.000485740948241957,13.0,0.5081967213114754,0.07,1.2334467213093298e+20
2024-08-25,128.0,71.0,2.1429197016042685e+17,0.0005241752100407271,21.0,0.4647887323943662,0.08,1.2355896410109341e+20
2024-08-26,146.0,80.0,1.1513248040712842e+18,0.0006523228184179652,24.0,0.3,0.09,1.2471028890516469e+20
2024-08-27,225.0,143.0,4.551147015017873e+18,0.002468210085705656,75.0,0.1888111888111888,0.17,1.2926143592018256e+20
2024-08-28,259.0,147.0,1.0203352758101197e+19,0.0050634000947820945,73.0,0.22448979591836735,0.17,1.3946478867828376e+20
2024-09-02,2447.0,1519.0,6.868062026380106e+18,0.03950852754437828,1457.0,0.030283080974325215,0.24,1.4633285070466386e+20
2024-09-03,2393.0,1533.0,2.732565904193465e+18,0.03450207372065584,1449.0,0.029354207436399216,0.24,1.4906541660885733e+20
2024-09-04,310.0,205.0,6.08230111950215e+18,0.014099840970759373,102.0,0.25853658536585367,0.03,1.5514771772835948e+20
2024-09-05,150.0,108.0,2.1958260230263068e+18,0.0674024730042721,45.0,0.37962962962962965,0.02,1.5734354375138578e+20
2024-09-06,143.0,98.0,2.295757744290076e+19,0.02060404183584585,34.0,0.3673469387755102,0.02,1.8030112119428655e+20
2024-09-07,118.0,83.0,2.1684687258453043e+17,0.0009972425324297955,15.0,0.43373493975903615,0.01,1.8051796806687107e+20
2024-09-08,102.0,69.0,1.0516589602870773e+17,0.0018322786837510238,16.0,0.36231884057971014,0.01,1.806231339628998e+20
2024-09-09,123.0,82.0,1.2412042867132854e+18,0.0026388695268579274,22.0,0.36585365853658536,0.01,1.8186433824961308e+20
2024-09-10,164.0,109.0,4.285303767886844e+18,0.0031160306788550847,40.0,0.3394495412844037,0.02,1.8614964201749994e+20
2024-09-11,147.0,97.0,1.1845559198826782e+17,0.008265541363700548,41.0,0.3711340206185567,0.02,1.862680976094882e+20
2024-09-12,123.0,84.0,8.938665993501704e+16,0.0031005173184820447,33.0,0.36904761904761907,0.01,1.8635748426942323e+20
2024-09-13,155.0,90.0,2.0850565683002432e+18,0.010239945024974773,23.0,0.32222222222222224,0.01,1.8844254083772347e+20
2024-09-14,99.0,66.0,1.2964071994648338e+18,0.005231170852163368,11.0,0.48484848484848486,0.01,1.8973894803718832e+20
2024-09-15,110.0,78.0,1.2574532242604682e+18,0.004923423226551237,17.0,0.3333333333333333,0.01,1.909964012614488e+20
2024-09-16,118.0,85.0,4.203573123550553e+17,0.006222897973820164,14.0,0.4588235294117647,0.01,1.9141675857380383e+20
2024-09-17,118.0,80.0,3.13450905348325e+17,0.01061767415877937,13.0,0.4375,0.01,1.9173020947915214e+20
2024-09-18,96.0,74.0,3.1340274527495004e+18,0.0037700301795961524,14.0,0.5,0.01,1.9486423693190165e+20
2024-09-19,105.0,79.0,7.275403688572086e+17,0.0031643624684034428,13.0,0.4810126582278481,0.01,1.9559177730075886e+20
2024-09-20,154.0,101.0,1.5187410117381626e+17,0.003705590711843173,22.0,0.39603960396039606,0.02,1.9574365140193267e+20
2024-09-21,135.0,98.0,9.718216999265878e+18,0.005896247151357134,20.0,0.46938775510204084,0.02,2.0546186840119856e+20
2024-09-22,149.0,102.0,2.301195266387768e+17,0.004797243753365188,27.0,0.35294117647058826,0.02,2.0569198792783734e+20
2024-09-23,122.0,84.0,2.5809486439308538e+17,0.005477440078701235,18.0,0.36904761904761907,0.01,2.0595008279223042e+20
2024-09-24,176.0,115.0,9.757554272767459e+17,0.01052400183380138,48.0,0.3217391304347826,0.02,2.0692583821950717e+20
2024-09-25,122.0,87.0,9.425553649994776e+17,0.008829974215302253,27.0,0.4367816091954023,0.01,2.0786839358450663e+20
2024-09-26,172.0,116.0,9.474616753085567e+17,0.05875441383847092,27.0,0.3448275862068966,0.02,2.0881585525981518e+20
2024-09-27,162.0,99.0,3.1027032964557357e+17,0.007932875818979142,20.0,0.40404040404040403,0.02,2.0912612558946075e+20
2024-09-28,149.0,102.0,6.882293877264205e+17,0.005172125682255549,25.0,0.37254901960784315,0.02,2.0981435497718717e+20
2024-09-29,153.0,84.0,3.493015193780141e+17,0.0030396195020482345,22.0,0.4166666666666667,0.01,2.101636564965652e+20
2024-09-30,244.0,128.0,5.856781173960159e+17,0.006134889070105918,89.0,0.3046875,0.02,2.107493346139612e+20
2024-10-01,347.0,181.0,1.0610934202663626e+18,0.017369013432242727,129.0,0.281767955801105,0.03,2.1181042803422757e+20
2024-10-02,284.0,166.0,5.237706068783138e+18,0.006433403185501533,79.0,0.3132530120481928,0.03,2.170481341030107e+20
2024-10-03,268.0,168.0,1.0980649667561079e+18,0.004419104358309887,85.0,0.27380952380952384,0.03,2.181461990697668e+20
2024-10-04,277.0,175.0,8.42943155067574e+16,0.005570763592637122,88.0,0.26285714285714284,0.03,2.1823049338527357e+20
2024-10-05,174.0,114.0,1.6805327570234826e+18,0.005588098992488778,34.0,0.34210526315789475,0.02,2.1991102614229706e+20
2024-10-06,251.0,162.0,6.554123395651755e+18,0.0066374998309712135,62.0,0.24691358024691357,0.03,2.2646514953794883e+20
2024-10-07,404.0,192.0,7.817749196116413e+16,0.006953361415272595,178.0,0.203125,0.03,2.2654332702990998e+20
2024-10-08,206.0,125.0,1.0760985134778391e+18,0.005274694484467878,55.0,0.336,0.02,2.276194255433878e+20
2024-10-09,206.0,130.0,2.5108941897975214e+18,0.004461427940272487,41.0,0.34615384615384615,0.02,2.301303197331853e+20
2024-10-10,487.0,268.0,9.450236901533053e+17,0.0043962121156634545,105.0,0.20522388059701493,0.04,2.310753434233386e+20
2024-10-11,406.0,185.0,1.308129134906587e+18,0.006827791436397468,90.0,0.35135135135135137,0.03,2.3238347255824518e+20
2024-10-12,275.0,149.0,2.81475544297731e+18,0.006389912717086057,48.0,0.4429530201342282,0.02,2.351982280012225e+20
2024-10-13,291.0,171.0,9.205907868649405e+17,0.007240436167697601,54.0,0.32748538011695905,0.03,2.3611881878808743e+20
2024-10-14,248.0,141.0,3.077265294110772e+18,0.0036640202287628915,47.0,0.36879432624113473,0.02,2.3919608408219822e+20
2024-10-15,325.0,167.0,3.241245856635489e+18,0.00533119154311071,64.0,0.3772455089820359,0.03,2.424373299388337e+20
2024-10-16,652.0,301.0,2.8011994276585436e+18,0.004050988955775,125.0,0.2857142857142857,0.05,2.4523852936649225e+20
2024-10-17,491.0,262.0,5.7445895501619885e+17,0.004612055814970452,72.0,0.4618320610687023,0.04,2.4581298832150846e+20
2024-10-18,296.0,176.0,8.885996189624929e+17,0.0021445730238426144,43.0,0.5965909090909091,0.03,2.4670158794047095e+20
2024-10-19,206.0,143.0,6.346536658798258e+19,0.0018007895506719027,61.0,0.3706293706293706,0.02,3.1016695452845356e+20
2024-10-20,169.0,114.0,5.3647473393444225e+19,0.0014155241518266101,30.0,0.3684210526315789,0.02,3.6381442792189775e+20
2024-10-21,211.0,141.0,2.5569792592725366e+18,0.29886338324327066,48.0,0.3049645390070922,0.02,3.663714071811703e+20
2024-10-22,356.0,201.0,1.0606483377076316e+19,0.013356279929281581,64.0,0.2835820895522388,0.03,3.769778905582466e+20
2024-10-23,430.0,210.0,1.0283846313369842e+19,0.0018329206027535266,53.0,0.4857142857142857,0.03,3.8726173687161645e+20
2024-10-24,320.0,166.0,1.1658198635640388e+19,0.001590156466198625,39.0,0.5963855421686747,0.03,3.9891993550725684e+20
2024-10-25,2594.0,1265.0,1.0007716015031431e+19,0.0022600246451790615,1186.0,0.07588932806324111,0.21,4.089276515222883e+20
2024-10-26,1506.0,742.0,1.2100964085447857e+18,0.0021003094183848522,644.0,0.11994609164420485,0.12,4.101377479308331e+20
2024-10-27,379.0,200.0,3.390076839587489e+18,0.001626406138141759,72.0,0.45,0.03,4.135278247704206e+20
2024-10-28,2394.0,1157.0,6.169258570242284e+18,0.001899399653441242,1096.0,0.07951598962834917,0.19,4.1969708334066283e+20
2024-10-29,1924.0,977.0,9.167486348694876e+18,0.001842422170931631,862.0,0.10337768679631525,0.16,4.288645696893577e+20
2024-10-30,833.0,428.0,4.507089535483149e+18,0.0019645918859788553,258.0,0.24299065420560748,0.07,4.333716592248408e+20
2024-10-31,505.0,298.0,4.938429512426811e+18,0.0020180509875999644,169.0,0.3087248322147651,0.05,4.383100887372676e+20
2024-11-01,379.0,243.0,5.205881449053793e+18,0.0017897857018838574,34.0,0.6213991769547325,0.02,4.435159701863214e+20
2024-11-02,379.0,202.0,3.6785333692027064e+18,0.0028946170957950905,77.0,0.4504950495049505,0.02,4.4719450355552413e+20
2024-11-03,378.0,209.0,4.2308041493073423e+18,0.0020610862664236095,62.0,0.45933014354066987,0.02,4.5142530770483144e+20
2024-11-04,664.0,333.0,6.282468002524339e+18,0.002048319733829038,194.0,0.2822822822822823,0.03,4.577077757073558e+20
2024-11-05,966.0,499.0,1.2027654198188134e+19,0.0019209609827226081,360.0,0.18837675350701402,0.04,4.697354299055439e+20
2024-11-06,333.0,208.0,7.169116639821679e+18,0.002002864995021577,50.0,0.4567307692307692,0.02,4.769045465453656e+20
2024-11-07,552.0,304.0,5.129797327615418e+18,0.001743403962995456,99.0,0.3355263157894737,0.02,4.8203434387298104e+20
2024-11-08,702.0,381.0,6.930193777803302e+18,0.002357154232705753,209.0,0.27296587926509186,0.03,4.889645376507844e+20
2024-11-09,942.0,495.0,7.376136320005402e+18,0.002269785011600055,254.0,0.2545454545454545,0.04,4.9634067397078974e+20
2024-11-10,607.0,340.0,7.125090144168573e+18,0.004648587906035779,131.0,0.4470588235294118,0.03,5.034657641149583e+20
2024-11-11,505.0,315.0,8.38086346388688e+18,0.003327068580361355,78.0,0.33650793650793653,0.02,5.118466275788452e+20
2024-11-12,577.0,356.0,2.389968966772309e+19,0.008935007368075698,116.0,0.4297752808988764,0.03,5.357463172465683e+20
2024-11-13,543.0,309.0,2.3613181946546835e+19,0.007635690525486636,83.0,0.37216828478964403,0.02,5.593594991931151e+20
2024-11-14,819.0,350.0,4.527030197927442e+19,0.01941083696703397,146.0,0.4657142857142857,0.03,6.046298011723895e+20
2024-11-15,868.0,398.0,2.356792049675589e+19,0.014089453647571139,159.0,0.44221105527638194,0.03,6.281977216691453e+20
2024-11-16,777.0,337.0,3.5690770739096285e+19,0.019573182283435,53.0,0.5548961424332344,0.03,6.638884924082417e+20
2024-11-17,411.0,226.0,1.2833669081449153e+19,0.014313689145061734,61.0,0.48672566371681414,0.02,6.767221614896908e+20
2024-11-18,461.0,253.0,2.1071840806014628e+19,0.013528455147165299,55.0,0.4189723320158103,0.02,6.977940022957054e+20
2024-11-19,651.0,346.0,2.0570218549804315e+19,0.013147003217542282,78.0,0.34971098265895956,0.03,7.183642208455097e+20
2024-11-20,833.0,459.0,3.0893602940520645e+19,0.0309872224649327,161.0,0.420479302832244,0.04,7.492578237860303e+20
2024-11-21,1671.0,759.0,3.2334152663720042e+19,0.021154338678116485,375.0,0.19104084321475626,0.06,7.815919764497503e+20
2024-11-22,5803.0,2443.0,4.944295570816921e+19,0.1268611183325119,1734.0,0.15431846090871879,0.19,8.310349321579195e+20
2024-11-23,14123.0,2599.0,2.822790647561194e+19,0.0846611011195905,1813.0,0.5375144286263948,0.2,8.592628386335314e+20
2024-11-24,60999.0,2560.0,2.7286268573558714e+19,0.03879668696491893,380.0,0.794140625,0.2,8.865491072070902e+20
2024-11-25,63392.0,3306.0,5.174365447090192e+19,0.0781015143155472,841.0,0.647005444646098,0.26,9.382927616779922e+20
2024-11-26,80144.0,4054.0,4.15350858202464e+19,0.11091396053701616,1104.0,0.6489886531820425,0.32,9.798278474982385e+20
2024-11-27,87422.0,4723.0,6.697449214138314e+19,0.12272896854485763,1190.0,0.675629896252382,0.37,1.0468023396396217e+21
2024-11-28,90649.0,5013.0,4.8808933597114974e+19,0.12334889764417507,884.0,0.7235188509874326,0.39,1.0956112732367366e+21
2024-11-29,91542.0,5418.0,3.4835726148982276e+19,0.07284770125424629,898.0,0.7438169066076042,0.43,1.1304469993857189e+21
2024-11-30,91642.0,5707.0,5.740539972614318e+19,0.07634780237675648,727.0,0.7655510776239706,0.45,1.187852399111862e+21
2024-12-01,92247.0,5994.0,5.030699910734005e+19,0.10954856160957635,656.0,0.7766099432766099,0.08,1.238159398219202e+21
2024-12-02,92976.0,6310.0,5.0287516521468764e+19,0.10466641596817024,690.0,0.7849445324881141,0.08,1.2884469147406707e+21
2024-12-03,94661.0,7257.0,1.1275332260529809e+20,0.12163536706483198,1067.0,0.7332230949428138,0.09,1.4012002373459688e+21
2024-12-04,96136.0,7982.0,5.914885733931636e+19,0.1538696720903719,1331.0,0.7453019293410172,0.1,1.460349094685285e+21
2024-12-05,97483.0,9023.0,7.606461456199367e+19,0.15626472858660923,1631.0,0.7394436440208356,0.12,1.5364137092472787e+21
2024-12-06,98717.0,9715.0,5.455934146343969e+19,0.16700192854184562,1698.0,0.7805455481214617,0.13,1.5909730507107184e+21
2024-12-07,105948.0,12622.0,7.60434984724958e+19,0.23932112894708849,5023.0,0.6441926794485818,0.16,1.6670165491832143e+21
2024-12-08,107669.0,13593.0,9.218122174689291e+19,0.278778778436006,3845.0,0.688589715294637,0.18,1.7591977709301072e+21
2024-12-09,93601.0,14669.0,1.5159747796593656e+20,0.2989744147557239,3361.0,0.7218624309768901,0.19,1.9107952488960436e+21
2024-12-10,111470.0,16431.0,1.1452799936647001e+20,0.30117810739092227,3152.0,0.7291704704521941,0.21,2.0253232482625137e+21
2024-12-11,99558.0,19862.0,1.1628100193118804e+20,0.3089824729074581,3941.0,0.6796395126371967,0.26,2.1416042501937016e+21
2024-12-12,59239.0,21743.0,1.9891723063854832e+20,0.28649821377160406,3231.0,0.7452513452605436,0.28,2.34052148083225e+21
2024-12-13,59894.0,23037.0,1.516362954172183e+20,0.28186127589420545,2445.0,0.777879064114251,0.3,2.4921577762494685e+21
2024-12-14,58564.0,23428.0,1.2643574770089871e+20,0.26097609556582296,2354.0,0.8112514939388765,0.3,2.618593523950367e+21
2024-12-15,67059.0,25711.0,2.454080673790067e+20,0.36248679217416635,2735.0,0.785539263350317,0.33,2.8640015913293736e+21
2024-12-16,54697.0,25766.0,2.7593721762985535e+20,0.3201068025660961,3667.0,0.8018318714585112,0.33,3.139938808959229e+21
2024-12-17,50217.0,25388.0,2.20552984346698e+20,0.4028731213265491,2177.0,0.7734362691035135,0.33,3.360491793305927e+21
2024-12-18,89105.0,24716.0,2.750978352004077e+20,0.3393045347535519,4970.0,0.6886632141123159,0.32,3.6355896285063346e+21
2024-12-19,131873.0,25745.0,2.489162082691967e+20,0.35949419043724795,3335.0,0.7026607108176345,0.33,3.8845058367755313e+21
2024-12-20,117642.0,23566.0,3.126984979389637e+20,0.27873902757969843,1813.0,0.7835016549265892,0.31,4.197204334714495e+21
2024-12-21,134134.0,26586.0,2.249070940431381e+20,0.33130186172155024,2301.0,0.7405025201233733,0.34,4.4221114287576334e+21
2024-12-22,136963.0,28815.0,2.6468041590086458e+20,0.401440880267452,2692.0,0.7500260281103592,0.37,4.686791844658498e+21
2024-12-23,160342.0,33869.0,2.857803089336219e+20,0.6294008129655098,3306.0,0.7098231421063509,0.44,4.97257215359212e+21
2024-12-24,150429.0,35905.0,2.5257351091700226e+20,0.694461814768563,3537.0,0.7909761871605626,0.47,5.225145664509122e+21
2024-12-25,156717.0,37488.0,2.9655637481277476e+20,0.7447695325020159,3144.0,0.7989223218096457,0.49,5.521702039321897e+21
2024-12-26,153629.0,38240.0,2.823343745150918e+20,0.60042223373004,2986.0,0.7965742677824268,0.5,5.804036413836989e+21
2024-12-27,154138.0,39257.0,3.1937437900502775e+20,0.6705685345051489,2530.0,0.8158290241230863,0.51,6.123410792842016e+21
2024-12-28,151736.0,38571.0,2.496522489546934e+20,0.4994713634887833,2497.0,0.826216587591714,0.5,6.373063041796709e+21
2024-12-29,152364.0,41213.0,2.9729579930981623e+20,0.410383406437656,1964.0,0.8002814645864169,0.53,6.670358841106526e+21
2024-12-30,145412.0,41296.0,2.3045043436946014e+20,0.3828068896419942,2168.0,0.8427450600542425,0.54,6.900809275475986e+21
2024-12-31,147138.0,40509.0,2.6245696035287528e+20,0.4884885597590775,2171.0,0.848897775802908,0.53,7.163266235828861e+21
2025-01-01,147577.0,42045.0,2.1945419841000358e+20,0.3630842896886808,1703.0,0.8113449875133785,0.27,7.382720434238865e+21
2025-01-02,152776.0,45288.0,2.7136385211036025e+20,0.3531600208733884,2677.0,0.815491962550786,0.29,7.654084286349226e+21
2025-01-03,146970.0,41329.0,2.7295284269740163e+20,0.388677713432413,1880.0,0.8612112560187761,0.26,7.927037129046627e+21
2025-01-04,160938.0,45390.0,2.366624166672685e+20,0.6813716380276447,5735.0,0.7367261511346112,0.29,8.163699545713896e+21
2025-01-05,156507.0,47668.0,1.9789627089819058e+20,1.6492462203344067,3054.0,0.789334564068138,0.3,8.361595816612086e+21
