date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-extra_finance_leverage_farming_protocol,forecasted_TVL_opchain-extra_finance_leverage_farming_protocol
2025-01-11 00:00:00,0.21743286964883407,0.16682029916781968,0.033274946113323364,1.4109869733344317e-09,0.0,58868144.37129019,141556365.7693799,112983341.94705181
2025-01-12 00:00:00,0.2540054431905398,0.21325719592643785,0.0349790071099578,1.780787176615656e-09,0.0,44340946.534336016,136011601.82535672,108970621.9234397
2025-01-13 00:00:00,0.24367056615762667,0.1308877565512681,0.09710488363217235,1.2742979617539859e-09,0.0,25058440.434581883,134628008.30833766,108771265.22915621
2025-01-14 00:00:00,0.2427838385763805,0.09650817347001904,0.1997529154931121,2.0385650065753104e-09,0.0,35292804.17143279,127663028.19585474,111589318.86839233
2025-01-15 00:00:00,0.1935125844695761,0.1675896107295752,0.2458458881379835,1.521493066195175e-09,0.0,48991007.76606299,129707250.97541516,116542807.01018327
2025-01-16 00:00:00,0.1414810298356105,0.09104060362032562,0.20034848923303425,1.8057306917179304e-09,0.0,63406876.73810511,140394141.28678504,124692736.39049433
2025-01-17 00:00:00,0.32846096780513007,0.14493384869091827,0.20708339518995464,1.924275492473688e-09,0.0,37761474.96857243,132194155.79160577,122975336.62050176
2025-01-18 00:00:00,0.29376247311020404,0.13862218634108062,0.06736238859610524,1.6092378144352739e-09,0.0,57885668.60035782,141005144.76540193,139552475.55141354
2025-01-19 00:00:00,0.23898488363968756,0.09051335673935924,0.17731396260464968,1.877492960587067e-09,0.0,47886096.51277855,138495036.59406543,118246312.81695393
2025-01-20 00:00:00,0.4187964608519527,0.09713578779853581,0.3223162934699652,-1.6536430186657204e-06,0.0,39526753.83512796,142783057.8848733,112098954.91716091
2025-01-21 00:00:00,0.2751825172725171,0.09071768274896981,0.06356495249037532,-6.472539528072054e-06,0.0,56132405.03318274,137092419.42775038,113640419.12418748
2025-01-22 00:00:00,0.4107642922183278,0.07331186281591368,0.2007810638926836,-1.5752605885838128e-05,0.0,56096435.84914092,140623628.39787796,126741396.58694302
2025-01-23 00:00:00,0.38429938308805767,0.11576071497225168,0.1629060603583269,1.0377864434436077e-09,0.0,34026782.34637002,141310778.04041398,111698623.05296065
